img_id,valid_inst,hard_inst,hard_ratio,is_complex,point_only_miou,adaptive_miou,improvement
2008_006496,3,1,0.3333,False,0.3046,0.3058,0.0012
2011_007210,2,1,0.5,True,0.1859,0.1045,-0.0814
2008_007291,7,0,0.0,False,0.1335,0.1209,-0.0126
2012_000587,2,0,0.0,False,0.1093,0.1679,0.0586
2010_005170,6,2,0.3333,False,0.2443,0.3036,0.0593
2011_006298,1,0,0.0,False,0.1623,0.1693,0.007
2012_003182,1,0,0.0,False,0.0363,0.0363,0.0
2011_005280,2,2,1.0,True,0.2428,0.1831,-0.0597
2011_006532,2,0,0.0,False,0.476,0.4764,0.0004
2009_000227,1,0,0.0,False,0.0056,0.0056,0.0
2012_001226,1,0,0.0,False,0.6478,0.4522,-0.1956
2011_006798,1,1,1.0,True,0.0975,0.2145,0.117
2010_001357,2,2,1.0,True,0.3055,0.3069,0.0014
2010_000564,4,2,0.5,True,0.4539,0.4136,-0.0403
2010_002551,1,1,1.0,True,0.9757,0.9751,-0.0006
2012_004248,2,0,0.0,False,0.2999,0.2869,-0.013
2012_001879,1,0,0.0,False,0.1578,0.1578,0.0
2010_000052,3,1,0.3333,False,0.0627,0.1115,0.0488
2010_002378,1,0,0.0,False,0.5309,0.5345,0.0036
2011_006115,2,0,0.0,False,0.1723,0.1626,-0.0097
2008_003610,4,1,0.25,False,0.233,0.274,0.041
2010_003102,1,0,0.0,False,0.5634,0.6489,0.0855
2009_005055,1,1,1.0,True,0.4885,0.1371,-0.3514
2010_002185,2,0,0.0,False,0.4955,0.486,-0.0095
2010_006363,1,0,0.0,False,0.1149,0.1084,-0.0065
2010_005332,2,0,0.0,False,0.0196,0.0189,-0.0007
2008_003812,1,0,0.0,False,0.0028,0.0028,0.0
2008_007632,1,0,0.0,False,0.5421,0.4547,-0.0874
2008_008453,7,7,1.0,True,0.4559,0.4716,0.0157
2009_004839,1,0,0.0,False,0.2095,0.2239,0.0144
2011_002402,1,0,0.0,False,0.664,0.0877,-0.5763
2008_008591,5,2,0.4,False,0.2283,0.2528,0.0245
2009_003710,8,7,0.875,True,0.3378,0.4518,0.114
2008_002730,1,0,0.0,False,0.1663,0.1681,0.0018
2011_004489,3,0,0.0,False,0.1598,0.2242,0.0644
2011_004039,1,0,0.0,False,0.2745,0.2733,-0.0012
2010_006034,1,1,1.0,True,0.0022,0.2588,0.2566
2012_000672,1,0,0.0,False,0.2284,0.3036,0.0752
2011_004548,1,0,0.0,False,0.5502,0.5562,0.006
2008_002599,1,0,0.0,False,0.6742,0.6867,0.0125
2009_003265,12,5,0.4167,False,0.3956,0.3905,-0.0051
2011_004838,1,0,0.0,False,0.1898,0.1931,0.0033
2011_002822,2,0,0.0,False,0.3038,0.416,0.1122
2007_008670,2,2,1.0,True,0.4835,0.4816,-0.0019
2011_002224,1,0,0.0,False,0.1605,0.1616,0.0011
2012_001375,1,0,0.0,False,0.1437,0.1494,0.0057
2007_002852,3,3,1.0,True,0.426,0.4388,0.0128
2011_000399,2,0,0.0,False,0.3747,0.3946,0.0199
2010_003958,1,1,1.0,True,0.6877,0.2813,-0.4064
2011_002864,1,0,0.0,False,0.796,0.6572,-0.1388
2011_004761,1,0,0.0,False,0.1908,0.1912,0.0004
2009_004150,2,0,0.0,False,0.6814,0.5792,-0.1022
2012_002127,1,0,0.0,False,0.0557,0.0558,0.0001
2009_004085,3,1,0.3333,False,0.2113,0.3135,0.1022
2010_002267,1,1,1.0,True,0.2062,0.2429,0.0367
2011_005863,1,0,0.0,False,0.0403,0.0411,0.0008
2008_000399,1,1,1.0,True,0.9223,0.9429,0.0206
