img_id,img_name,img_width,img_height,total_valid_instances,hard_instance_num,hard_instance_ratio,is_complex_image,complex_label,Point-only_mIoU,Box-only_mIoU,Point+Box(Adaptive)_mIoU
549930,000000549930.jpg,640,558,11,10,0.9091,True,复杂图片,0.5017,0.5221,0.6567,0.6497,0.5787
577862,000000577862.jpg,640,424,2,2,1.0,True,复杂图片,0.727,0.6963,0.8062,0.8028,0.8117
129416,000000129416.jpg,500,375,9,6,0.6667,True,复杂图片,0.6862,0.6882,0.7139,0.7086,0.7057
181859,000000181859.jpg,426,640,2,1,0.5,True,复杂图片,0.4561,0.5041,0.8071,0.5099,0.5065
572408,000000572408.jpg,424,640,5,1,0.2,False,简单图片,0.8104,0.7631,0.8216,0.8232,0.8319
574297,000000574297.jpg,640,427,2,2,1.0,True,复杂图片,0.5967,0.6046,0.8198,0.8295,0.8284
416745,000000416745.jpg,612,612,2,0,0.0,False,简单图片,0.2968,0.3668,0.8392,0.7413,0.7585
473869,000000473869.jpg,640,427,11,2,0.1818,False,简单图片,0.6418,0.6474,0.7056,0.7365,0.7131
189436,000000189436.jpg,480,640,5,2,0.4,False,简单图片,0.6419,0.6272,0.9122,0.8518,0.8388
363207,000000363207.jpg,640,480,14,3,0.2143,False,简单图片,0.5933,0.5967,0.7888,0.7816,0.7927
341921,000000341921.jpg,640,478,6,4,0.6667,True,复杂图片,0.6697,0.7123,0.8677,0.8664,0.8767
480021,000000480021.jpg,640,471,9,5,0.5556,True,复杂图片,0.4218,0.4481,0.8227,0.774,0.6966
162858,000000162858.jpg,428,640,16,5,0.3125,False,简单图片,0.6056,0.5923,0.824,0.7955,0.8043
555009,000000555009.jpg,500,375,9,1,0.1111,False,简单图片,0.6727,0.7728,0.909,0.893,0.8944
33368,000000033368.jpg,427,640,2,1,0.5,True,复杂图片,0.573,0.8601,0.8622,0.8606,0.8615
163290,000000163290.jpg,480,640,3,3,1.0,True,复杂图片,0.5941,0.625,0.7586,0.7509,0.7363
293300,000000293300.jpg,640,427,3,1,0.3333,False,简单图片,0.4502,0.6822,0.8148,0.7439,0.7843
153568,000000153568.jpg,500,400,1,0,0.0,False,简单图片,0.029,0.029,0.9827,0.9822,0.9821
1532,000000001532.jpg,640,480,8,1,0.125,False,简单图片,0.6663,0.5092,0.8564,0.8544,0.8545
577932,000000577932.jpg,640,543,21,11,0.5238,True,复杂图片,0.6612,0.5526,0.8365,0.828,0.7504
135670,000000135670.jpg,375,500,1,0,0.0,False,简单图片,0.8348,0.0359,0.8792,0.8797,0.881
516916,000000516916.jpg,640,480,10,2,0.2,False,简单图片,0.67,0.6885,0.9104,0.9035,0.9029
105264,000000105264.jpg,640,427,9,7,0.7778,True,复杂图片,0.4899,0.7023,0.8322,0.833,0.8307
370478,000000370478.jpg,640,480,12,3,0.25,False,简单图片,0.6018,0.6124,0.8301,0.814,0.7963
511647,000000511647.jpg,640,480,2,1,0.5,True,复杂图片,0.7643,0.7551,0.7584,0.7395,0.8461
324614,000000324614.jpg,640,427,2,0,0.0,False,简单图片,0.1505,0.1446,0.7461,0.5335,0.536
344100,000000344100.jpg,640,427,5,0,0.0,False,简单图片,0.6046,0.609,0.7924,0.8317,0.7858
365207,000000365207.jpg,640,588,5,0,0.0,False,简单图片,0.5423,0.6122,0.8221,0.7953,0.7938
342295,000000342295.jpg,333,500,1,0,0.0,False,简单图片,0.3228,0.5693,0.3916,0.9478,0.9465
60770,000000060770.jpg,500,375,2,2,1.0,True,复杂图片,0.4739,0.4561,0.8979,0.7907,0.7608
23899,000000023899.jpg,640,425,9,3,0.3333,False,简单图片,0.6038,0.6105,0.7743,0.8057,0.8042
409475,000000409475.jpg,640,480,2,1,0.5,True,复杂图片,0.6552,0.6111,0.8812,0.9267,0.9283
393115,000000393115.jpg,630,640,2,0,0.0,False,简单图片,0.0185,0.0172,0.7221,0.6466,0.6703
82696,000000082696.jpg,427,640,12,7,0.5833,True,复杂图片,0.5233,0.4573,0.615,0.6423,0.6563
509008,000000509008.jpg,640,434,1,0,0.0,False,简单图片,0.9252,0.9693,0.9772,0.9761,0.9764
22705,000000022705.jpg,482,640,5,3,0.6,True,复杂图片,0.5902,0.596,0.6963,0.7826,0.7778
569030,000000569030.jpg,500,375,22,8,0.3636,False,简单图片,0.522,0.509,0.7925,0.7725,0.7926
248616,000000248616.jpg,640,427,6,4,0.6667,True,复杂图片,0.5987,0.7734,0.8807,0.8878,0.886
23272,000000023272.jpg,500,375,2,0,0.0,False,简单图片,0.4349,0.8251,0.8967,0.8708,0.872
4395,000000004395.jpg,425,640,2,0,0.0,False,简单图片,0.4921,0.4903,0.8962,0.9021,0.8941
513688,000000513688.jpg,640,480,4,0,0.0,False,简单图片,0.3862,0.3639,0.7939,0.8006,0.8073
303818,000000303818.jpg,480,640,15,10,0.6667,True,复杂图片,0.4134,0.4419,0.7959,0.7991,0.7242
260266,000000260266.jpg,479,640,7,0,0.0,False,简单图片,0.6358,0.706,0.8844,0.8765,0.8756
183104,000000183104.jpg,640,476,2,0,0.0,False,简单图片,0.6348,0.6712,0.8853,0.845,0.8433
248112,000000248112.jpg,640,480,4,4,1.0,True,复杂图片,0.6241,0.6389,0.8198,0.7964,0.7921
358923,000000358923.jpg,640,428,6,2,0.3333,False,简单图片,0.2809,0.3469,0.7831,0.6622,0.6748
530854,000000530854.jpg,640,425,8,0,0.0,False,简单图片,0.9216,0.9009,0.9203,0.9202,0.9203
322724,000000322724.jpg,640,425,3,1,0.3333,False,简单图片,0.2922,0.5683,0.7494,0.7003,0.6839
133000,000000133000.jpg,640,427,3,2,0.6667,True,复杂图片,0.073,0.3651,0.7727,0.6616,0.6319
393056,000000393056.jpg,640,480,2,2,1.0,True,复杂图片,0.5748,0.2951,0.7509,0.7314,0.7125
470924,000000470924.jpg,640,480,52,24,0.4615,False,简单图片,0.4727,0.5525,0.7399,0.7305,0.7288
221708,000000221708.jpg,480,640,8,3,0.375,False,简单图片,0.3426,0.4295,0.7339,0.6724,0.7116
318114,000000318114.jpg,385,308,6,1,0.1667,False,简单图片,0.728,0.6055,0.7438,0.8197,0.7476
464824,000000464824.jpg,480,640,3,0,0.0,False,简单图片,0.8728,0.5953,0.9004,0.8966,0.8926
274708,000000274708.jpg,612,612,7,7,1.0,True,复杂图片,0.6231,0.6135,0.7175,0.7352,0.702
303713,000000303713.jpg,427,640,24,13,0.5417,True,复杂图片,0.6074,0.6052,0.747,0.7434,0.743
554266,000000554266.jpg,640,253,4,0,0.0,False,简单图片,0.4451,0.5392,0.5504,0.6271,0.649
424721,000000424721.jpg,500,375,7,2,0.2857,False,简单图片,0.6098,0.6571,0.8005,0.7535,0.8066
558213,000000558213.jpg,640,432,5,3,0.6,True,复杂图片,0.332,0.2768,0.7133,0.7074,0.7091
397279,000000397279.jpg,640,427,3,2,0.6667,True,复杂图片,0.6327,0.7341,0.846,0.8491,0.8507
462371,000000462371.jpg,500,401,11,4,0.3636,False,简单图片,0.4165,0.4086,0.7006,0.6717,0.7106
493334,000000493334.jpg,500,311,2,0,0.0,False,简单图片,0.6092,0.5962,0.8885,0.9159,0.9151
495448,000000495448.jpg,480,640,2,0,0.0,False,简单图片,0.5486,0.5447,0.8886,0.8862,0.8855
135410,000000135410.jpg,480,640,10,1,0.1,False,简单图片,0.3549,0.4151,0.8129,0.7993,0.7932
360393,000000360393.jpg,640,427,3,0,0.0,False,简单图片,0.943,0.7621,0.9646,0.9642,0.9645
189226,000000189226.jpg,640,427,1,0,0.0,False,简单图片,0.1472,0.1428,0.9308,0.9303,0.9303
226171,000000226171.jpg,640,480,7,0,0.0,False,简单图片,0.6905,0.6982,0.9366,0.9134,0.9131
528705,000000528705.jpg,426,640,2,0,0.0,False,简单图片,0.3286,0.3254,0.9215,0.936,0.9381
541291,000000541291.jpg,640,426,2,0,0.0,False,简单图片,0.3533,0.6984,0.7985,0.7191,0.7175
276434,000000276434.jpg,640,427,11,2,0.1818,False,简单图片,0.4491,0.4986,0.7025,0.7018,0.7003
460967,000000460967.jpg,604,640,2,1,0.5,True,复杂图片,0.1768,0.1205,0.834,0.836,0.8242
447088,000000447088.jpg,500,333,5,3,0.6,True,复杂图片,0.6106,0.717,0.8223,0.8253,0.7545
445675,000000445675.jpg,480,640,1,1,1.0,True,复杂图片,0.9137,0.8926,0.9055,0.9042,0.907
150417,000000150417.jpg,640,480,12,3,0.25,False,简单图片,0.3737,0.4007,0.7761,0.7129,0.7131
264968,000000264968.jpg,334,500,8,3,0.375,False,简单图片,0.4986,0.5032,0.8247,0.8321,0.8364
290179,000000290179.jpg,640,426,5,4,0.8,True,复杂图片,0.7762,0.7946,0.8383,0.8411,0.8427
28993,000000028993.jpg,612,612,11,9,0.8182,True,复杂图片,0.5377,0.4361,0.748,0.7332,0.5471
328117,000000328117.jpg,480,640,11,0,0.0,False,简单图片,0.8083,0.8515,0.8699,0.8701,0.8701
79565,000000079565.jpg,500,375,2,2,1.0,True,复杂图片,0.826,0.8266,0.8338,0.8345,0.8345
322352,000000322352.jpg,500,375,14,2,0.1429,False,简单图片,0.4995,0.5959,0.7365,0.7337,0.7335
338304,000000338304.jpg,425,640,26,9,0.3462,False,简单图片,0.3981,0.4265,0.6995,0.6876,0.6852
115118,000000115118.jpg,640,427,1,0,0.0,False,简单图片,0.5804,0.0056,0.8945,0.8887,0.8935
304545,000000304545.jpg,640,522,1,0,0.0,False,简单图片,0.9162,0.9155,0.9395,0.9427,0.942
500270,000000500270.jpg,640,425,8,7,0.875,True,复杂图片,0.4987,0.546,0.7164,0.6979,0.6004
363188,000000363188.jpg,640,425,17,4,0.2353,False,简单图片,0.4275,0.506,0.7814,0.7559,0.7556
206025,000000206025.jpg,424,640,2,0,0.0,False,简单图片,0.5177,0.5191,0.9375,0.9345,0.929
373315,000000373315.jpg,477,640,2,2,1.0,True,复杂图片,0.4671,0.4506,0.6952,0.68,0.6721
573943,000000573943.jpg,640,480,14,1,0.0714,False,简单图片,0.5939,0.6827,0.8286,0.8157,0.8168
78426,000000078426.jpg,500,334,3,1,0.3333,False,简单图片,0.8404,0.8451,0.8438,0.8406,0.8437
384651,000000384651.jpg,640,436,2,0,0.0,False,简单图片,0.8028,0.6774,0.8713,0.873,0.873
281414,000000281414.jpg,443,640,3,2,0.6667,True,复杂图片,0.3486,0.6367,0.8861,0.8657,0.8554
245651,000000245651.jpg,375,500,1,0,0.0,False,简单图片,0.2286,0.2293,0.9117,0.9197,0.9196
365642,000000365642.jpg,426,640,7,1,0.1429,False,简单图片,0.4824,0.646,0.86,0.8491,0.8491
269121,000000269121.jpg,480,640,2,1,0.5,True,复杂图片,0.5997,0.8237,0.8252,0.8258,0.8254
545407,000000545407.jpg,640,424,1,1,1.0,True,复杂图片,0.797,0.8327,0.8361,0.8365,0.8369
2431,000000002431.jpg,457,640,9,2,0.2222,False,简单图片,0.6057,0.6628,0.7892,0.8,0.8126
345252,000000345252.jpg,640,479,5,3,0.6,True,复杂图片,0.3183,0.4199,0.6789,0.6716,0.6676
338718,000000338718.jpg,500,445,2,1,0.5,True,复杂图片,0.5705,0.1018,0.8856,0.8865,0.8916
23751,000000023751.jpg,430,640,1,1,1.0,True,复杂图片,0.7209,0.7741,0.8719,0.8614,0.8677
565877,000000565877.jpg,427,640,5,2,0.4,False,简单图片,0.4584,0.7046,0.8785,0.7181,0.8519
542089,000000542089.jpg,375,500,1,0,0.0,False,简单图片,0.8922,0.9044,0.8994,0.9003,0.9003
36861,000000036861.jpg,480,640,2,0,0.0,False,简单图片,0.5293,0.2891,0.837,0.8668,0.9217
390301,000000390301.jpg,500,364,1,0,0.0,False,简单图片,0.3742,0.7101,0.8226,0.8191,0.8194
384670,000000384670.jpg,640,480,3,1,0.3333,False,简单图片,0.6698,0.6481,0.8875,0.8831,0.8827
515266,000000515266.jpg,640,427,4,1,0.25,False,简单图片,0.5305,0.6001,0.771,0.7203,0.7565
437239,000000437239.jpg,640,425,12,8,0.6667,True,复杂图片,0.5616,0.6194,0.7424,0.7159,0.7556
459500,000000459500.jpg,375,500,4,2,0.5,True,复杂图片,0.686,0.6755,0.7669,0.7612,0.7597
224675,000000224675.jpg,400,300,5,1,0.2,False,简单图片,0.6771,0.5208,0.8567,0.8415,0.8417
322968,000000322968.jpg,480,640,1,0,0.0,False,简单图片,0.8538,0.8581,0.8668,0.8701,0.8701
246883,000000246883.jpg,640,480,4,2,0.5,True,复杂图片,0.5459,0.6396,0.8672,0.8623,0.8628
370900,000000370900.jpg,640,478,4,0,0.0,False,简单图片,0.4199,0.6358,0.8105,0.8075,0.8095
189752,000000189752.jpg,640,480,13,4,0.3077,False,简单图片,0.4931,0.5568,0.7754,0.7689,0.7746
257370,000000257370.jpg,640,480,6,4,0.6667,True,复杂图片,0.3189,0.3482,0.7953,0.7647,0.6649
257896,000000257896.jpg,480,640,2,0,0.0,False,简单图片,0.8976,0.776,0.9167,0.9163,0.9131
150638,000000150638.jpg,640,469,18,2,0.1111,False,简单图片,0.5725,0.5285,0.8135,0.8267,0.8381
96427,000000096427.jpg,640,427,4,2,0.5,True,复杂图片,0.5223,0.5266,0.8228,0.8899,0.8689
142324,000000142324.jpg,640,480,20,13,0.65,True,复杂图片,0.4773,0.491,0.6881,0.6923,0.67
40757,000000040757.jpg,425,640,3,0,0.0,False,简单图片,0.4734,0.4024,0.8636,0.5864,0.7366
333956,000000333956.jpg,428,640,2,0,0.0,False,简单图片,0.4989,0.9016,0.9323,0.9077,0.909
462643,000000462643.jpg,425,640,2,1,0.5,True,复杂图片,0.2117,0.0263,0.8096,0.6216,0.6344
400082,000000400082.jpg,500,283,4,1,0.25,False,简单图片,0.534,0.5932,0.8519,0.8505,0.8585
466567,000000466567.jpg,480,640,1,0,0.0,False,简单图片,0.024,0.0293,0.9112,0.9313,0.9254
540932,000000540932.jpg,640,480,9,9,1.0,True,复杂图片,0.6419,0.5638,0.7632,0.7471,0.6922
405691,000000405691.jpg,640,427,13,3,0.2308,False,简单图片,0.5397,0.4968,0.7458,0.712,0.71
350488,000000350488.jpg,640,427,1,1,1.0,True,复杂图片,0.9105,0.9191,0.9207,0.9225,0.9231
312549,000000312549.jpg,640,480,0,0,0.0,False,简单图片,0.0,0.0,0.0,0.0,0.0
462728,000000462728.jpg,640,427,3,1,0.3333,False,简单图片,0.6984,0.6246,0.8899,0.8896,0.8872
283717,000000283717.jpg,640,480,3,0,0.0,False,简单图片,0.7923,0.7191,0.93,0.9275,0.9274
419408,000000419408.jpg,640,429,12,7,0.5833,True,复杂图片,0.6074,0.6528,0.7609,0.7608,0.7614
440508,000000440508.jpg,640,424,1,0,0.0,False,简单图片,0.7795,0.0059,0.9064,0.8732,0.8458
498747,000000498747.jpg,640,480,11,2,0.1818,False,简单图片,0.525,0.4555,0.7629,0.7522,0.7466
517687,000000517687.jpg,640,360,3,1,0.3333,False,简单图片,0.6183,0.4992,0.9133,0.913,0.9134
185409,000000185409.jpg,640,424,12,4,0.3333,False,简单图片,0.6383,0.6527,0.722,0.7293,0.7274
58384,000000058384.jpg,640,466,4,1,0.25,False,简单图片,0.7558,0.6807,0.8829,0.8928,0.9045
464144,000000464144.jpg,426,640,2,2,1.0,True,复杂图片,0.4289,0.435,0.7289,0.5531,0.733
344816,000000344816.jpg,640,427,1,0,0.0,False,简单图片,0.7942,0.0076,0.9317,0.9303,0.9276
222863,000000222863.jpg,640,427,1,1,1.0,True,复杂图片,0.9145,0.8443,0.9392,0.946,0.9378
191672,000000191672.jpg,640,428,2,1,0.5,True,复杂图片,0.2575,0.6248,0.7157,0.5988,0.7183
128476,000000128476.jpg,640,427,13,1,0.0769,False,简单图片,0.3596,0.3384,0.8157,0.7968,0.7992
344029,000000344029.jpg,640,480,11,5,0.4545,False,简单图片,0.3547,0.4488,0.7408,0.7414,0.7254
56350,000000056350.jpg,612,612,10,3,0.3,False,简单图片,0.343,0.3024,0.5498,0.647,0.6248
365521,000000365521.jpg,428,640,14,4,0.2857,False,简单图片,0.5461,0.5118,0.7671,0.7747,0.776
533493,000000533493.jpg,500,281,4,1,0.25,False,简单图片,0.6848,0.5539,0.6245,0.7527,0.7771
404839,000000404839.jpg,427,640,5,1,0.2,False,简单图片,0.5199,0.657,0.579,0.5992,0.5967
297698,000000297698.jpg,640,441,6,5,0.8333,True,复杂图片,0.532,0.5589,0.668,0.6945,0.6482
566436,000000566436.jpg,640,427,2,0,0.0,False,简单图片,0.1548,0.1655,0.8474,0.8056,0.8329
459272,000000459272.jpg,480,640,11,7,0.6364,True,复杂图片,0.5325,0.5956,0.7875,0.7974,0.7698
263644,000000263644.jpg,473,640,1,0,0.0,False,简单图片,0.2286,0.2292,0.5332,0.5148,0.5199
143961,000000143961.jpg,640,356,21,4,0.1905,False,简单图片,0.407,0.4527,0.7935,0.8203,0.8136
412362,000000412362.jpg,640,499,7,0,0.0,False,简单图片,0.5306,0.6357,0.8371,0.8392,0.8455
436315,000000436315.jpg,478,640,1,0,0.0,False,简单图片,0.0013,0.0013,0.8995,0.9034,0.9033
51309,000000051309.jpg,640,360,4,4,1.0,True,复杂图片,0.6615,0.7861,0.8039,0.7663,0.698
449198,000000449198.jpg,500,333,0,0,0.0,False,简单图片,0.0,0.0,0.0,0.0,0.0
177861,000000177861.jpg,480,640,18,10,0.5556,True,复杂图片,0.6413,0.6693,0.7649,0.7647,0.7608
134886,000000134886.jpg,640,480,8,7,0.875,True,复杂图片,0.6286,0.531,0.7864,0.802,0.7206
466602,000000466602.jpg,480,640,3,3,1.0,True,复杂图片,0.4124,0.3148,0.3933,0.4238,0.4268
244592,000000244592.jpg,500,374,3,1,0.3333,False,简单图片,0.4739,0.6876,0.8157,0.8124,0.8365
323151,000000323151.jpg,480,640,5,2,0.4,False,简单图片,0.1543,0.1621,0.5943,0.5979,0.5918
388056,000000388056.jpg,500,332,12,5,0.4167,False,简单图片,0.4215,0.511,0.7431,0.7323,0.7646
191845,000000191845.jpg,640,361,38,14,0.3684,False,简单图片,0.5872,0.6373,0.7707,0.7529,0.7565
185157,000000185157.jpg,426,640,6,4,0.6667,True,复杂图片,0.3488,0.5007,0.6145,0.6141,0.6105
187585,000000187585.jpg,640,436,2,1,0.5,True,复杂图片,0.3255,0.4127,0.7812,0.7892,0.782
100274,000000100274.jpg,640,427,8,4,0.5,True,复杂图片,0.4627,0.5813,0.7612,0.7506,0.7628
551215,000000551215.jpg,480,640,2,1,0.5,True,复杂图片,0.3061,0.369,0.814,0.802,0.7958
473974,000000473974.jpg,640,427,5,2,0.4,False,简单图片,0.6785,0.7455,0.7948,0.7871,0.7944
66561,000000066561.jpg,640,427,2,1,0.5,True,复杂图片,0.6476,0.662,0.9175,0.9191,0.9191
384527,000000384527.jpg,640,480,27,15,0.5556,True,复杂图片,0.5055,0.4233,0.6954,0.6986,0.6287
322844,000000322844.jpg,480,640,2,0,0.0,False,简单图片,0.4335,0.3847,0.7881,0.7583,0.7583
367228,000000367228.jpg,333,500,2,1,0.5,True,复杂图片,0.4803,0.6592,0.887,0.893,0.893
491497,000000491497.jpg,375,500,12,5,0.4167,False,简单图片,0.5476,0.5914,0.8164,0.8024,0.7926
27620,000000027620.jpg,640,480,7,3,0.4286,False,简单图片,0.6799,0.678,0.8392,0.8374,0.8375
102707,000000102707.jpg,612,612,3,1,0.3333,False,简单图片,0.7657,0.7301,0.8145,0.7429,0.8402
133645,000000133645.jpg,640,427,7,4,0.5714,True,复杂图片,0.6132,0.585,0.7402,0.7511,0.6523
245576,000000245576.jpg,640,472,6,1,0.1667,False,简单图片,0.499,0.5004,0.8659,0.8636,0.865
435003,000000435003.jpg,640,427,7,2,0.2857,False,简单图片,0.4967,0.6689,0.8757,0.8763,0.8774
418062,000000418062.jpg,427,640,5,1,0.2,False,简单图片,0.6498,0.5555,0.7857,0.819,0.8033
468954,000000468954.jpg,640,427,7,1,0.1429,False,简单图片,0.4689,0.6719,0.66,0.6325,0.6713
308165,000000308165.jpg,425,640,2,1,0.5,True,复杂图片,0.372,0.4972,0.8392,0.8349,0.8333
243075,000000243075.jpg,640,573,1,0,0.0,False,简单图片,0.3898,0.4809,0.9566,0.9513,0.9575
161128,000000161128.jpg,375,500,12,7,0.5833,True,复杂图片,0.794,0.7231,0.7776,0.7745,0.7755
213445,000000213445.jpg,408,500,14,4,0.2857,False,简单图片,0.5154,0.4808,0.7601,0.7645,0.7674
514914,000000514914.jpg,640,366,3,1,0.3333,False,简单图片,0.67,0.5335,0.705,0.7019,0.6956
336628,000000336628.jpg,428,640,7,2,0.2857,False,简单图片,0.3901,0.2597,0.7928,0.829,0.7585
326128,000000326128.jpg,480,640,3,2,0.6667,True,复杂图片,0.3274,0.3622,0.4794,0.5723,0.5554
545100,000000545100.jpg,640,426,10,5,0.5,True,复杂图片,0.7077,0.7091,0.7977,0.7795,0.771
550797,000000550797.jpg,361,640,1,0,0.0,False,简单图片,0.0284,0.0287,0.9287,0.926,0.9269
42102,000000042102.jpg,246,640,3,2,0.6667,True,复杂图片,0.5033,0.5031,0.7459,0.74,0.7394
545007,000000545007.jpg,425,640,3,1,0.3333,False,简单图片,0.8541,0.8331,0.9421,0.9412,0.9414
98716,000000098716.jpg,640,359,5,2,0.4,False,简单图片,0.7603,0.5928,0.826,0.8379,0.8336
110282,000000110282.jpg,640,418,1,0,0.0,False,简单图片,0.018,0.0178,0.9428,0.945,0.945
291551,000000291551.jpg,428,640,7,5,0.7143,True,复杂图片,0.4394,0.4476,0.6958,0.6787,0.6757
119445,000000119445.jpg,640,426,6,4,0.6667,True,复杂图片,0.5945,0.6464,0.8321,0.8265,0.8088
398742,000000398742.jpg,427,640,8,2,0.25,False,简单图片,0.7456,0.7162,0.8143,0.8747,0.8716
262440,000000262440.jpg,400,640,3,1,0.3333,False,简单图片,0.6617,0.6634,0.8421,0.841,0.8372
235778,000000235778.jpg,640,337,12,6,0.5,True,复杂图片,0.4933,0.5506,0.8119,0.7816,0.8361
72813,000000072813.jpg,640,480,3,0,0.0,False,简单图片,0.7734,0.9096,0.9269,0.935,0.9351
38829,000000038829.jpg,640,427,12,8,0.6667,True,复杂图片,0.3068,0.4384,0.7698,0.7968,0.8075
242411,000000242411.jpg,424,640,9,2,0.2222,False,简单图片,0.5528,0.5609,0.8725,0.8756,0.8753
51314,000000051314.jpg,640,480,2,1,0.5,True,复杂图片,0.4623,0.4376,0.8066,0.8071,0.8059
86483,000000086483.jpg,500,375,2,2,1.0,True,复杂图片,0.789,0.8138,0.8386,0.8415,0.8506
206135,000000206135.jpg,332,500,5,3,0.6,True,复杂图片,0.8648,0.8677,0.8776,0.8762,0.8754
239347,000000239347.jpg,640,480,4,2,0.5,True,复杂图片,0.2791,0.2574,0.6771,0.6646,0.5895
12667,000000012667.jpg,640,480,1,0,0.0,False,简单图片,0.9125,0.9168,0.939,0.9405,0.9404
369503,000000369503.jpg,500,375,2,1,0.5,True,复杂图片,0.5184,0.5243,0.8277,0.8438,0.7781
23359,000000023359.jpg,640,428,2,1,0.5,True,复杂图片,0.3828,0.3289,0.7335,0.7305,0.7261
226883,000000226883.jpg,640,480,1,1,1.0,True,复杂图片,0.9135,0.8894,0.9241,0.9284,0.9282
521141,000000521141.jpg,375,500,12,5,0.4167,False,简单图片,0.7057,0.6864,0.8651,0.8659,0.8688
6040,000000006040.jpg,640,351,10,7,0.7,True,复杂图片,0.4927,0.2113,0.724,0.6809,0.5817
565962,000000565962.jpg,479,322,2,0,0.0,False,简单图片,0.7166,0.69,0.817,0.814,0.8168
191614,000000191614.jpg,612,612,3,3,1.0,True,复杂图片,0.4292,0.7462,0.7883,0.7816,0.758
85157,000000085157.jpg,640,480,20,5,0.25,False,简单图片,0.6129,0.6272,0.8101,0.8222,0.816
539962,000000539962.jpg,640,480,18,13,0.7222,True,复杂图片,0.4627,0.455,0.6256,0.6338,0.6084
110972,000000110972.jpg,640,487,1,0,0.0,False,简单图片,0.9549,0.9461,0.9525,0.9494,0.9488
453981,000000453981.jpg,640,427,2,0,0.0,False,简单图片,0.4836,0.4837,0.8225,0.6546,0.6513
348216,000000348216.jpg,480,640,8,2,0.25,False,简单图片,0.6498,0.5731,0.7442,0.7242,0.7217
276284,000000276284.jpg,500,640,5,2,0.4,False,简单图片,0.8103,0.8207,0.8328,0.8211,0.8281
198510,000000198510.jpg,640,640,2,1,0.5,True,复杂图片,0.3345,0.0471,0.925,0.8338,0.8153
369442,000000369442.jpg,640,480,24,9,0.375,False,简单图片,0.5357,0.5773,0.7577,0.7582,0.7585
425390,000000425390.jpg,500,375,2,0,0.0,False,简单图片,0.4219,0.4307,0.845,0.6232,0.6322
119365,000000119365.jpg,480,640,5,1,0.2,False,简单图片,0.5662,0.4462,0.8252,0.7869,0.7895
181796,000000181796.jpg,640,360,15,8,0.5333,True,复杂图片,0.5675,0.5149,0.709,0.7155,0.7171
242946,000000242946.jpg,640,480,39,16,0.4103,False,简单图片,0.4892,0.5669,0.7327,0.7272,0.7183
32735,000000032735.jpg,640,427,4,2,0.5,True,复杂图片,0.3948,0.3809,0.594,0.5999,0.6037
329041,000000329041.jpg,480,640,10,0,0.0,False,简单图片,0.5775,0.661,0.7505,0.7869,0.7871
164885,000000164885.jpg,640,427,4,3,0.75,True,复杂图片,0.6091,0.6263,0.8243,0.8219,0.8079
177357,000000177357.jpg,640,396,2,1,0.5,True,复杂图片,0.8065,0.8331,0.8995,0.8921,0.8916
435081,000000435081.jpg,500,500,60,26,0.4333,False,简单图片,0.5719,0.6114,0.758,0.7547,0.7632
491090,000000491090.jpg,478,640,6,4,0.6667,True,复杂图片,0.343,0.38,0.7809,0.7642,0.7635
550471,000000550471.jpg,640,425,2,1,0.5,True,复杂图片,0.6935,0.8399,0.844,0.8435,0.844
301421,000000301421.jpg,640,427,10,2,0.2,False,简单图片,0.5591,0.6172,0.7477,0.8156,0.8224
292330,000000292330.jpg,640,512,2,1,0.5,True,复杂图片,0.4488,0.8951,0.8971,0.8927,0.8949
334483,000000334483.jpg,480,640,20,4,0.2,False,简单图片,0.4989,0.5312,0.7717,0.7763,0.7925
367818,000000367818.jpg,640,427,2,2,1.0,True,复杂图片,0.5459,0.8377,0.8394,0.8362,0.8267
409867,000000409867.jpg,428,640,2,0,0.0,False,简单图片,0.7513,0.75,0.7598,0.7617,0.7623
476119,000000476119.jpg,640,427,5,3,0.6,True,复杂图片,0.3568,0.4707,0.7992,0.8011,0.7962
423944,000000423944.jpg,448,640,1,1,1.0,True,复杂图片,0.0275,0.025,0.8476,0.8337,0.8309
287545,000000287545.jpg,640,480,2,2,1.0,True,复杂图片,0.8117,0.8019,0.7972,0.798,0.8441
450202,000000450202.jpg,375,500,7,2,0.2857,False,简单图片,0.2249,0.1753,0.5977,0.6507,0.6582
40083,000000040083.jpg,500,333,11,5,0.4545,False,简单图片,0.4534,0.5147,0.8002,0.8114,0.81
193494,000000193494.jpg,426,640,1,0,0.0,False,简单图片,0.2009,0.1823,0.9161,0.9274,0.9275
411665,000000411665.jpg,640,427,2,0,0.0,False,简单图片,0.4262,0.6273,0.7812,0.7256,0.7325
289417,000000289417.jpg,500,375,10,4,0.4,False,简单图片,0.6251,0.655,0.7881,0.7708,0.7699
564133,000000564133.jpg,640,424,8,1,0.125,False,简单图片,0.5798,0.5737,0.7576,0.7401,0.7321
203629,000000203629.jpg,640,427,14,2,0.1429,False,简单图片,0.5327,0.5426,0.8313,0.7992,0.8038
316404,000000316404.jpg,640,445,6,3,0.5,True,复杂图片,0.8278,0.4805,0.8578,0.8392,0.7325
25393,000000025393.jpg,640,480,9,4,0.4444,False,简单图片,0.4269,0.4564,0.7558,0.7416,0.7385
235057,000000235057.jpg,480,640,1,0,0.0,False,简单图片,0.0143,0.0142,0.9136,0.9126,0.9126
