img_id,img_name,img_width,img_height,total_valid_instances,hard_instance_num,hard_instance_ratio,is_complex_image,complex_label,Point-only_mIoU,Box-only_mIoU,Point+Box(Adaptive)_mIoU
259640,000000259640.jpg,640,427,20,9,0.45,False,简单图片,0.4238,0.4267,0.7011,0.7038,0.6984
210915,000000210915.jpg,640,480,2,1,0.5,True,复杂图片,0.4586,0.5527,0.8935,0.8972,0.8952
231879,000000231879.jpg,640,426,9,0,0.0,False,简单图片,0.3586,0.449,0.8082,0.8146,0.7848
55022,000000055022.jpg,480,640,9,5,0.5556,True,复杂图片,0.2961,0.384,0.5407,0.5227,0.5158
13004,000000013004.jpg,375,500,2,0,0.0,False,简单图片,0.1729,0.1614,0.5924,0.4824,0.4973
530061,000000530061.jpg,640,455,7,2,0.2857,False,简单图片,0.4885,0.5196,0.8463,0.8563,0.8563
99114,000000099114.jpg,500,335,20,10,0.5,True,复杂图片,0.5277,0.6096,0.7365,0.7304,0.7363
353970,000000353970.jpg,640,426,2,1,0.5,True,复杂图片,0.2156,0.5792,0.7595,0.7308,0.7682
525155,000000525155.jpg,640,426,2,2,1.0,True,复杂图片,0.5296,0.6883,0.8681,0.8159,0.8595
74860,000000074860.jpg,640,427,2,0,0.0,False,简单图片,0.9159,0.7433,0.9137,0.9103,0.9101
543047,000000543047.jpg,640,480,13,7,0.5385,True,复杂图片,0.7107,0.7091,0.8275,0.759,0.7604
349480,000000349480.jpg,640,450,17,6,0.3529,False,简单图片,0.5851,0.5636,0.8242,0.7955,0.7753
97988,000000097988.jpg,612,612,18,11,0.6111,True,复杂图片,0.5321,0.5697,0.7356,0.7263,0.7242
497344,000000497344.jpg,500,333,4,0,0.0,False,简单图片,0.3538,0.3648,0.8494,0.8457,0.8413
188439,000000188439.jpg,640,408,2,1,0.5,True,复杂图片,0.3595,0.5678,0.8387,0.8419,0.8345
117719,000000117719.jpg,640,425,19,8,0.4211,False,简单图片,0.3646,0.3126,0.7713,0.7667,0.7479
377882,000000377882.jpg,640,480,14,5,0.3571,False,简单图片,0.4834,0.5456,0.791,0.7781,0.7766
182923,000000182923.jpg,375,500,16,3,0.1875,False,简单图片,0.4906,0.5207,0.7611,0.7574,0.7621
518326,000000518326.jpg,640,480,5,0,0.0,False,简单图片,0.2551,0.4452,0.7275,0.6934,0.7031
80666,000000080666.jpg,640,640,2,1,0.5,True,复杂图片,0.1981,0.7273,0.7189,0.7381,0.7347
328430,000000328430.jpg,433,640,15,14,0.9333,True,复杂图片,0.5843,0.6606,0.6974,0.7049,0.699
186345,000000186345.jpg,640,431,6,5,0.8333,True,复杂图片,0.7998,0.8076,0.8086,0.8164,0.8245
468965,000000468965.jpg,640,480,13,9,0.6923,True,复杂图片,0.4575,0.5734,0.8114,0.8021,0.7969
153011,000000153011.jpg,640,480,25,17,0.68,True,复杂图片,0.4924,0.4974,0.7474,0.7451,0.7129
496409,000000496409.jpg,500,375,3,2,0.6667,True,复杂图片,0.6056,0.6056,0.7847,0.7767,0.7588
300659,000000300659.jpg,640,360,7,7,1.0,True,复杂图片,0.8177,0.8124,0.7852,0.7863,0.7796
352491,000000352491.jpg,640,480,3,2,0.6667,True,复杂图片,0.2177,0.2221,0.7196,0.7227,0.7431
371472,000000371472.jpg,480,640,11,2,0.1818,False,简单图片,0.626,0.6557,0.8163,0.8082,0.8072
290833,000000290833.jpg,640,427,2,2,1.0,True,复杂图片,0.4775,0.5664,0.8807,0.8659,0.8513
357501,000000357501.jpg,640,480,1,1,1.0,True,复杂图片,0.0151,0.7422,0.5113,0.5105,0.4776
285047,000000285047.jpg,427,640,3,0,0.0,False,简单图片,0.5195,0.8179,0.8291,0.8335,0.8339
465836,000000465836.jpg,500,375,7,6,0.8571,True,复杂图片,0.2196,0.3295,0.6782,0.408,0.6563
569825,000000569825.jpg,338,500,5,0,0.0,False,简单图片,0.6945,0.5294,0.7855,0.7916,0.802
344909,000000344909.jpg,480,640,4,0,0.0,False,简单图片,0.6682,0.6642,0.8787,0.8786,0.878
24021,000000024021.jpg,640,390,18,7,0.3889,False,简单图片,0.4694,0.506,0.7525,0.7551,0.7327
250766,000000250766.jpg,500,410,5,4,0.8,True,复杂图片,0.4938,0.2958,0.7516,0.7076,0.5421
152686,000000152686.jpg,640,400,4,3,0.75,True,复杂图片,0.7375,0.7379,0.89,0.8921,0.8924
369812,000000369812.jpg,640,637,12,6,0.5,True,复杂图片,0.641,0.6388,0.8303,0.8215,0.6998
426836,000000426836.jpg,640,640,2,0,0.0,False,简单图片,0.8577,0.5816,0.8581,0.8563,0.8557
443844,000000443844.jpg,640,429,3,3,1.0,True,复杂图片,0.1921,0.2069,0.7191,0.7207,0.7229
516038,000000516038.jpg,480,640,6,4,0.6667,True,复杂图片,0.5908,0.5706,0.8043,0.8251,0.8075
555412,000000555412.jpg,640,427,1,0,0.0,False,简单图片,0.0042,0.007,0.7932,0.7194,0.798
476491,000000476491.jpg,336,500,0,0,0.0,False,简单图片,0.0,0.0,0.0,0.0,0.0
100283,000000100283.jpg,640,480,6,2,0.3333,False,简单图片,0.4344,0.5578,0.7756,0.7638,0.7802
332351,000000332351.jpg,640,426,16,16,1.0,True,复杂图片,0.6562,0.6744,0.7621,0.7134,0.7138
236730,000000236730.jpg,480,640,1,0,0.0,False,简单图片,0.9336,0.9582,0.9569,0.9561,0.9563
61471,000000061471.jpg,640,480,3,2,0.6667,True,复杂图片,0.788,0.7971,0.7831,0.7847,0.7814
198805,000000198805.jpg,640,398,8,4,0.5,True,复杂图片,0.4354,0.5529,0.7404,0.7407,0.7412
161781,000000161781.jpg,640,428,2,2,1.0,True,复杂图片,0.2344,0.6813,0.6667,0.7542,0.688
551780,000000551780.jpg,640,480,2,1,0.5,True,复杂图片,0.1071,0.0425,0.5884,0.5837,0.5823
227491,000000227491.jpg,640,480,6,2,0.3333,False,简单图片,0.6939,0.6965,0.8024,0.7994,0.7683
293200,000000293200.jpg,640,427,19,10,0.5263,True,复杂图片,0.4578,0.5222,0.7813,0.6971,0.6873
422886,000000422886.jpg,640,640,3,0,0.0,False,简单图片,0.2386,0.1454,0.8795,0.8884,0.8836
90155,000000090155.jpg,640,427,1,0,0.0,False,简单图片,0.0286,0.6767,0.949,0.9484,0.9489
22892,000000022892.jpg,500,334,5,2,0.4,False,简单图片,0.3239,0.3231,0.7797,0.5279,0.668
570756,000000570756.jpg,640,428,14,11,0.7857,True,复杂图片,0.5036,0.5235,0.6406,0.6379,0.6412
383289,000000383289.jpg,640,444,6,2,0.3333,False,简单图片,0.3639,0.4111,0.8176,0.7728,0.7727
309964,000000309964.jpg,640,427,5,1,0.2,False,简单图片,0.4596,0.5627,0.8877,0.8883,0.8828
277020,000000277020.jpg,640,360,12,4,0.3333,False,简单图片,0.6635,0.5925,0.8604,0.8523,0.8374
570834,000000570834.jpg,640,480,12,6,0.5,True,复杂图片,0.4298,0.415,0.616,0.5749,0.5369
171757,000000171757.jpg,640,480,9,3,0.3333,False,简单图片,0.4237,0.4096,0.6884,0.6886,0.6427
182021,000000182021.jpg,640,360,5,3,0.6,True,复杂图片,0.5424,0.4883,0.7393,0.7106,0.6752
257478,000000257478.jpg,500,398,2,1,0.5,True,复杂图片,0.3705,0.833,0.83,0.8302,0.831
447522,000000447522.jpg,640,480,11,1,0.0909,False,简单图片,0.6602,0.5953,0.7318,0.7468,0.7457
357888,000000357888.jpg,640,480,31,25,0.8065,True,复杂图片,0.6476,0.6997,0.7698,0.7739,0.7564
218362,000000218362.jpg,640,426,8,0,0.0,False,简单图片,0.6738,0.777,0.9106,0.9219,0.9218
400367,000000400367.jpg,500,333,15,11,0.7333,True,复杂图片,0.483,0.5437,0.7344,0.7321,0.7151
425361,000000425361.jpg,640,491,9,2,0.2222,False,简单图片,0.4604,0.4488,0.7898,0.7732,0.7679
473406,000000473406.jpg,480,640,9,2,0.2222,False,简单图片,0.4221,0.4914,0.83,0.8202,0.8178
19402,000000019402.jpg,640,480,3,0,0.0,False,简单图片,0.5483,0.5493,0.8747,0.8228,0.8281
319721,000000319721.jpg,480,640,4,2,0.5,True,复杂图片,0.5121,0.4233,0.8675,0.873,0.8668
423971,000000423971.jpg,640,425,1,0,0.0,False,简单图片,0.0023,0.0024,0.9637,0.9623,0.9618
223188,000000223188.jpg,427,640,3,3,1.0,True,复杂图片,0.7911,0.5649,0.7886,0.813,0.8104
249219,000000249219.jpg,640,479,1,0,0.0,False,简单图片,0.0091,0.0085,0.9781,0.9792,0.9793
200961,000000200961.jpg,640,427,8,4,0.5,True,复杂图片,0.7055,0.6532,0.8376,0.8325,0.8262
530836,000000530836.jpg,640,464,15,8,0.5333,True,复杂图片,0.6018,0.6164,0.8082,0.7899,0.7427
153299,000000153299.jpg,461,500,2,2,1.0,True,复杂图片,0.4057,0.3623,0.6057,0.5996,0.6029
400922,000000400922.jpg,640,480,2,1,0.5,True,复杂图片,0.4338,0.4281,0.8111,0.8025,0.8037
428867,000000428867.jpg,500,333,7,2,0.2857,False,简单图片,0.7602,0.8387,0.8626,0.849,0.8463
56288,000000056288.jpg,640,480,3,1,0.3333,False,简单图片,0.517,0.5822,0.9408,0.9414,0.9407
357816,000000357816.jpg,500,455,10,3,0.3,False,简单图片,0.5408,0.6038,0.7444,0.7513,0.7351
323799,000000323799.jpg,640,480,16,7,0.4375,False,简单图片,0.4621,0.4709,0.8012,0.8599,0.8554
263463,000000263463.jpg,640,427,4,0,0.0,False,简单图片,0.6372,0.5575,0.9113,0.9077,0.9076
473219,000000473219.jpg,640,428,22,2,0.0909,False,简单图片,0.5718,0.678,0.8535,0.7918,0.8524
93437,000000093437.jpg,640,361,11,6,0.5455,True,复杂图片,0.4453,0.5777,0.8348,0.8058,0.8055
105014,000000105014.jpg,427,640,6,2,0.3333,False,简单图片,0.4907,0.6144,0.8246,0.8249,0.8226
91406,000000091406.jpg,640,424,30,16,0.5333,True,复杂图片,0.595,0.6234,0.7464,0.7557,0.7355
19786,000000019786.jpg,500,375,5,1,0.2,False,简单图片,0.5704,0.5904,0.8413,0.8329,0.8299
481390,000000481390.jpg,640,480,30,19,0.6333,True,复杂图片,0.433,0.5521,0.7181,0.7165,0.6888
11813,000000011813.jpg,333,500,2,0,0.0,False,简单图片,0.8624,0.847,0.8782,0.822,0.8218
289343,000000289343.jpg,529,640,4,4,1.0,True,复杂图片,0.5299,0.5391,0.5176,0.6087,0.6081
503823,000000503823.jpg,500,333,4,2,0.5,True,复杂图片,0.3722,0.4161,0.6414,0.6281,0.6346
468632,000000468632.jpg,640,479,5,4,0.8,True,复杂图片,0.3738,0.5834,0.7167,0.7188,0.722
32817,000000032817.jpg,480,640,3,1,0.3333,False,简单图片,0.2384,0.6965,0.8396,0.8471,0.7768
52507,000000052507.jpg,640,438,2,1,0.5,True,复杂图片,0.4763,0.8938,0.8978,0.8992,0.8975
43816,000000043816.jpg,640,426,5,4,0.8,True,复杂图片,0.6843,0.728,0.8371,0.841,0.8424
53624,000000053624.jpg,640,427,6,3,0.5,True,复杂图片,0.6228,0.6633,0.7584,0.7351,0.728
175438,000000175438.jpg,640,468,19,7,0.3684,False,简单图片,0.6199,0.6459,0.7669,0.7776,0.7835
143572,000000143572.jpg,640,424,15,6,0.4,False,简单图片,0.5901,0.5991,0.7244,0.7251,0.7255
445602,000000445602.jpg,640,480,2,2,1.0,True,复杂图片,0.3364,0.3434,0.4789,0.4799,0.4704
355677,000000355677.jpg,640,480,1,0,0.0,False,简单图片,0.1287,0.124,0.7651,0.7682,0.7681
484978,000000484978.jpg,640,491,20,7,0.35,False,简单图片,0.5263,0.5962,0.6992,0.6861,0.6807
368038,000000368038.jpg,640,317,1,0,0.0,False,简单图片,0.5688,0.7676,0.9347,0.9334,0.9369
500613,000000500613.jpg,640,425,6,1,0.1667,False,简单图片,0.4382,0.6556,0.8703,0.8504,0.8505
502737,000000502737.jpg,480,640,4,1,0.25,False,简单图片,0.3746,0.5668,0.8501,0.8057,0.8221
172571,000000172571.jpg,640,361,8,3,0.375,False,简单图片,0.4431,0.4468,0.7603,0.7354,0.7399
475064,000000475064.jpg,640,427,4,0,0.0,False,简单图片,0.6485,0.7435,0.8602,0.8614,0.8584
76547,000000076547.jpg,640,480,12,5,0.4167,False,简单图片,0.5253,0.5422,0.778,0.7471,0.7488
302882,000000302882.jpg,500,400,2,0,0.0,False,简单图片,0.115,0.1146,0.8841,0.8045,0.9038
185802,000000185802.jpg,480,640,4,1,0.25,False,简单图片,0.5675,0.5165,0.7662,0.7744,0.7149
133778,000000133778.jpg,640,483,2,2,1.0,True,复杂图片,0.644,0.9107,0.7465,0.7423,0.9112
34257,000000034257.jpg,500,309,6,2,0.3333,False,简单图片,0.3654,0.4454,0.7115,0.7128,0.7128
15272,000000015272.jpg,424,640,1,0,0.0,False,简单图片,0.0297,0.0295,0.9745,0.9667,0.9687
17379,000000017379.jpg,478,640,5,0,0.0,False,简单图片,0.7141,0.7137,0.9123,0.9156,0.9155
277584,000000277584.jpg,640,480,2,0,0.0,False,简单图片,0.4524,0.4497,0.8471,0.8776,0.7586
437110,000000437110.jpg,480,640,1,1,1.0,True,复杂图片,0.9481,0.9519,0.9612,0.9612,0.955
177213,000000177213.jpg,640,359,7,2,0.2857,False,简单图片,0.6226,0.6195,0.7316,0.7773,0.7759
463842,000000463842.jpg,640,480,15,1,0.0667,False,简单图片,0.7341,0.7451,0.8442,0.8471,0.8491
145020,000000145020.jpg,640,361,16,6,0.375,False,简单图片,0.3481,0.3452,0.6931,0.6822,0.6885
78748,000000078748.jpg,640,480,20,6,0.3,False,简单图片,0.4405,0.4314,0.7602,0.7697,0.7546
277689,000000277689.jpg,640,424,22,2,0.0909,False,简单图片,0.638,0.6772,0.7926,0.7791,0.7938
571943,000000571943.jpg,640,480,1,0,0.0,False,简单图片,0.2322,0.2317,0.9296,0.9087,0.9146
372317,000000372317.jpg,640,428,2,1,0.5,True,复杂图片,0.9386,0.9294,0.9377,0.9357,0.9318
16451,000000016451.jpg,612,612,12,3,0.25,False,简单图片,0.6715,0.6709,0.8109,0.8116,0.8113
463174,000000463174.jpg,640,427,3,1,0.3333,False,简单图片,0.5918,0.6774,0.8477,0.8441,0.8431
509719,000000509719.jpg,640,427,2,1,0.5,True,复杂图片,0.4603,0.4623,0.8461,0.8495,0.8514
212895,000000212895.jpg,480,640,1,1,1.0,True,复杂图片,0.7866,0.7857,0.7979,0.7946,0.7866
174482,000000174482.jpg,640,388,8,0,0.0,False,简单图片,0.7113,0.7713,0.8682,0.8748,0.8766
299553,000000299553.jpg,375,500,16,9,0.5625,True,复杂图片,0.6157,0.5951,0.7424,0.7589,0.7099
374369,000000374369.jpg,640,480,2,1,0.5,True,复杂图片,0.3284,0.4092,0.5787,0.5864,0.5588
271402,000000271402.jpg,424,640,3,2,0.6667,True,复杂图片,0.5555,0.6733,0.8772,0.8853,0.887
21903,000000021903.jpg,640,480,3,1,0.3333,False,简单图片,0.5241,0.7217,0.8173,0.8174,0.8176
111036,000000111036.jpg,425,640,2,0,0.0,False,简单图片,0.5004,0.9033,0.9105,0.8725,0.8628
507797,000000507797.jpg,640,425,15,8,0.5333,True,复杂图片,0.533,0.5943,0.8075,0.8061,0.7984
547144,000000547144.jpg,640,480,8,1,0.125,False,简单图片,0.7952,0.7424,0.9115,0.9114,0.9111
213830,000000213830.jpg,640,427,7,5,0.7143,True,复杂图片,0.4643,0.634,0.6962,0.5852,0.7052
6012,000000006012.jpg,640,531,2,0,0.0,False,简单图片,0.3662,0.0973,0.9046,0.9142,0.9126
47571,000000047571.jpg,639,640,3,2,0.6667,True,复杂图片,0.5661,0.7817,0.8629,0.8648,0.8618
355240,000000355240.jpg,640,360,4,2,0.5,True,复杂图片,0.4116,0.571,0.7962,0.7438,0.752
461573,000000461573.jpg,500,376,2,2,1.0,True,复杂图片,0.0667,0.1193,0.4222,0.4314,0.5244
134722,000000134722.jpg,640,480,2,0,0.0,False,简单图片,0.7628,0.3475,0.8578,0.8521,0.8559
279769,000000279769.jpg,640,480,2,0,0.0,False,简单图片,0.4048,0.8777,0.8801,0.8806,0.8819
302165,000000302165.jpg,640,480,10,5,0.5,True,复杂图片,0.5284,0.585,0.7121,0.7023,0.6936
137294,000000137294.jpg,640,427,3,1,0.3333,False,简单图片,0.2955,0.2528,0.8367,0.5642,0.7999
489305,000000489305.jpg,305,229,8,0,0.0,False,简单图片,0.5841,0.5842,0.8328,0.8188,0.8198
144798,000000144798.jpg,425,640,4,0,0.0,False,简单图片,0.787,0.7783,0.9091,0.9071,0.9055
309655,000000309655.jpg,640,480,13,5,0.3846,False,简单图片,0.5374,0.4793,0.8159,0.8165,0.8144
112626,000000112626.jpg,423,640,2,0,0.0,False,简单图片,0.5334,0.5332,0.9482,0.9515,0.951
431896,000000431896.jpg,640,428,1,0,0.0,False,简单图片,0.019,0.0191,0.9508,0.9476,0.9485
7818,000000007818.jpg,640,427,11,7,0.6364,True,复杂图片,0.5474,0.6211,0.7333,0.7009,0.6973
219283,000000219283.jpg,500,500,5,1,0.2,False,简单图片,0.6865,0.6833,0.868,0.8652,0.8643
323263,000000323263.jpg,640,447,6,1,0.1667,False,简单图片,0.4599,0.4604,0.8537,0.843,0.8432
474786,000000474786.jpg,375,500,6,1,0.1667,False,简单图片,0.5132,0.6792,0.6273,0.6279,0.6791
23126,000000023126.jpg,640,428,3,2,0.6667,True,复杂图片,0.4212,0.3014,0.7989,0.7962,0.8006
94751,000000094751.jpg,375,500,7,4,0.5714,True,复杂图片,0.6614,0.6274,0.7527,0.7505,0.7412
370375,000000370375.jpg,427,640,3,0,0.0,False,简单图片,0.7005,0.6968,0.8949,0.886,0.8859
565989,000000565989.jpg,480,640,2,0,0.0,False,简单图片,0.882,0.8827,0.8816,0.8788,0.8788
125211,000000125211.jpg,640,480,1,0,0.0,False,简单图片,0.9209,0.9316,0.9303,0.9328,0.9329
151000,000000151000.jpg,640,426,13,7,0.5385,True,复杂图片,0.5483,0.5147,0.7885,0.7978,0.7959
339823,000000339823.jpg,484,640,2,0,0.0,False,简单图片,0.7959,0.7679,0.9503,0.9546,0.9541
544565,000000544565.jpg,640,640,5,2,0.4,False,简单图片,0.5387,0.6684,0.7352,0.7161,0.7574
35326,000000035326.jpg,640,480,6,1,0.1667,False,简单图片,0.417,0.3441,0.8467,0.7948,0.7839
94871,000000094871.jpg,480,640,10,6,0.6,True,复杂图片,0.6385,0.7721,0.8695,0.8509,0.8672
562561,000000562561.jpg,640,480,3,1,0.3333,False,简单图片,0.8749,0.747,0.8898,0.899,0.8994
46463,000000046463.jpg,500,400,3,1,0.3333,False,简单图片,0.3055,0.3469,0.7732,0.8025,0.8052
463527,000000463527.jpg,640,480,9,3,0.3333,False,简单图片,0.6015,0.6225,0.8042,0.7848,0.7692
532901,000000532901.jpg,600,354,4,0,0.0,False,简单图片,0.5209,0.502,0.8364,0.8203,0.8205
189806,000000189806.jpg,500,400,4,1,0.25,False,简单图片,0.5292,0.5829,0.8582,0.8401,0.8397
454661,000000454661.jpg,640,427,10,2,0.2,False,简单图片,0.5214,0.3942,0.8584,0.85,0.7754
549220,000000549220.jpg,480,640,8,2,0.25,False,简单图片,0.5827,0.4701,0.7291,0.7142,0.7097
301061,000000301061.jpg,480,640,3,2,0.6667,True,复杂图片,0.1781,0.5204,0.7507,0.7457,0.7579
555005,000000555005.jpg,640,480,11,2,0.1818,False,简单图片,0.5712,0.6079,0.7149,0.7214,0.7113
176901,000000176901.jpg,640,359,6,5,0.8333,True,复杂图片,0.3219,0.2886,0.5545,0.5825,0.5718
246968,000000246968.jpg,640,428,21,11,0.5238,True,复杂图片,0.4602,0.4608,0.7745,0.7569,0.7592
374727,000000374727.jpg,640,426,0,0,0.0,False,简单图片,0.0,0.0,0.0,0.0,0.0
102356,000000102356.jpg,427,640,2,1,0.5,True,复杂图片,0.2863,0.4137,0.8254,0.83,0.8306
511453,000000511453.jpg,612,612,3,0,0.0,False,简单图片,0.6309,0.6299,0.9396,0.9344,0.9348
109827,000000109827.jpg,640,424,1,0,0.0,False,简单图片,0.7934,0.8669,0.8753,0.8777,0.8751
572462,000000572462.jpg,612,612,17,7,0.4118,False,简单图片,0.4915,0.4468,0.7299,0.717,0.6973
311392,000000311392.jpg,640,427,4,2,0.5,True,复杂图片,0.6176,0.6397,0.7404,0.7136,0.7587
452122,000000452122.jpg,640,427,1,1,1.0,True,复杂图片,0.87,0.8681,0.8716,0.8709,0.8703
370677,000000370677.jpg,500,332,16,6,0.375,False,简单图片,0.5523,0.5504,0.7812,0.7703,0.7715
286523,000000286523.jpg,640,514,2,1,0.5,True,复杂图片,0.0044,0.4551,0.7898,0.5204,0.78
356261,000000356261.jpg,640,480,2,1,0.5,True,复杂图片,0.1008,0.51,0.5945,0.5949,0.5974
13348,000000013348.jpg,640,427,7,6,0.8571,True,复杂图片,0.7887,0.7293,0.781,0.7785,0.7812
57150,000000057150.jpg,240,320,23,6,0.2609,False,简单图片,0.4617,0.4803,0.7699,0.7622,0.7697
387383,000000387383.jpg,640,480,2,1,0.5,True,复杂图片,0.3663,0.7093,0.3005,0.6163,0.4458
406129,000000406129.jpg,428,640,3,2,0.6667,True,复杂图片,0.5692,0.7762,0.8295,0.8317,0.8212
394275,000000394275.jpg,640,393,9,4,0.4444,False,简单图片,0.3958,0.3884,0.7524,0.751,0.7413
386352,000000386352.jpg,640,427,13,2,0.1538,False,简单图片,0.3893,0.4434,0.7074,0.7176,0.735
117525,000000117525.jpg,500,500,2,0,0.0,False,简单图片,0.5164,0.7351,0.8783,0.8583,0.855
433774,000000433774.jpg,640,427,3,2,0.6667,True,复杂图片,0.5245,0.3011,0.8483,0.8576,0.5734
179765,000000179765.jpg,640,480,1,1,1.0,True,复杂图片,0.0313,0.0314,0.9074,0.9206,0.669
83113,000000083113.jpg,640,480,2,1,0.5,True,复杂图片,0.8686,0.8954,0.914,0.921,0.9237
440171,000000440171.jpg,411,640,3,1,0.3333,False,简单图片,0.568,0.2796,0.8186,0.8118,0.8123
16010,000000016010.jpg,640,471,5,5,1.0,True,复杂图片,0.6853,0.5973,0.7176,0.7073,0.6379
523241,000000523241.jpg,500,333,6,1,0.1667,False,简单图片,0.7567,0.7756,0.8822,0.8868,0.8853
560011,000000560011.jpg,332,500,4,0,0.0,False,简单图片,0.6028,0.653,0.8833,0.8862,0.8837
433374,000000433374.jpg,640,428,6,1,0.1667,False,简单图片,0.7803,0.8586,0.8903,0.9059,0.8959
453302,000000453302.jpg,500,375,7,1,0.1429,False,简单图片,0.4535,0.4553,0.7164,0.7142,0.7126
456292,000000456292.jpg,480,640,2,0,0.0,False,简单图片,0.4171,0.4174,0.7985,0.8024,0.8037
576052,000000576052.jpg,640,427,2,2,1.0,True,复杂图片,0.5112,0.6194,0.7951,0.7742,0.7634
476787,000000476787.jpg,640,480,11,2,0.1818,False,简单图片,0.4342,0.4651,0.8082,0.8362,0.8363
362682,000000362682.jpg,640,427,5,1,0.2,False,简单图片,0.6475,0.3462,0.8253,0.8002,0.8484
390246,000000390246.jpg,640,427,2,1,0.5,True,复杂图片,0.7022,0.702,0.8004,0.7987,0.8
446703,000000446703.jpg,500,333,1,0,0.0,False,简单图片,0.9089,0.6921,0.9544,0.9643,0.9641
355817,000000355817.jpg,640,480,3,0,0.0,False,简单图片,0.2826,0.2591,0.7183,0.7677,0.7652
84170,000000084170.jpg,640,480,7,2,0.2857,False,简单图片,0.3686,0.4665,0.834,0.832,0.7604
534827,000000534827.jpg,612,612,10,6,0.6,True,复杂图片,0.3155,0.3258,0.68,0.6825,0.6737
172396,000000172396.jpg,640,351,2,0,0.0,False,简单图片,0.078,0.1238,0.9294,0.929,0.9298
70158,000000070158.jpg,427,640,3,3,1.0,True,复杂图片,0.4886,0.7091,0.8163,0.8169,0.829
539143,000000539143.jpg,640,458,1,0,0.0,False,简单图片,0.0213,0.0083,0.9526,0.9486,0.9536
524850,000000524850.jpg,500,319,28,20,0.7143,True,复杂图片,0.5294,0.5129,0.7652,0.7625,0.7553
165713,000000165713.jpg,425,640,1,0,0.0,False,简单图片,0.7823,0.1494,0.9459,0.8894,0.8922
87038,000000087038.jpg,640,480,17,16,0.9412,True,复杂图片,0.6102,0.5765,0.7061,0.6994,0.6967
550426,000000550426.jpg,416,640,1,0,0.0,False,简单图片,0.3132,0.2676,0.7354,0.7638,0.7634
73118,000000073118.jpg,612,612,2,0,0.0,False,简单图片,0.267,0.4822,0.825,0.7269,0.8754
370818,000000370818.jpg,472,640,3,1,0.3333,False,简单图片,0.7751,0.7926,0.8971,0.8924,0.8932
549674,000000549674.jpg,640,480,6,0,0.0,False,简单图片,0.4852,0.4899,0.9399,0.937,0.9368
530146,000000530146.jpg,640,640,6,1,0.1667,False,简单图片,0.6228,0.6199,0.6652,0.7239,0.7305
44260,000000044260.jpg,640,425,6,0,0.0,False,简单图片,0.8564,0.8545,0.8773,0.8829,0.8834
320642,000000320642.jpg,500,321,6,1,0.1667,False,简单图片,0.5588,0.6748,0.9047,0.9042,0.9036
537991,000000537991.jpg,640,480,7,0,0.0,False,简单图片,0.5086,0.4942,0.9058,0.9089,0.9065
47828,000000047828.jpg,640,318,11,6,0.5455,True,复杂图片,0.6095,0.6587,0.8282,0.8243,0.8178
90891,000000090891.jpg,640,431,16,5,0.3125,False,简单图片,0.3568,0.3562,0.7533,0.7211,0.7102
147729,000000147729.jpg,500,375,10,0,0.0,False,简单图片,0.5766,0.5907,0.7662,0.7511,0.7853
479596,000000479596.jpg,640,428,15,1,0.0667,False,简单图片,0.7792,0.7269,0.8337,0.8465,0.8719
92839,000000092839.jpg,640,517,1,0,0.0,False,简单图片,0.9447,0.9432,0.8463,0.9419,0.8452
211042,000000211042.jpg,458,640,2,1,0.5,True,复杂图片,0.4718,0.4986,0.6411,0.8458,0.8432
476415,000000476415.jpg,426,640,2,0,0.0,False,简单图片,0.4563,0.5144,0.9445,0.9464,0.9464
300341,000000300341.jpg,640,427,9,0,0.0,False,简单图片,0.4664,0.6013,0.8609,0.8585,0.8586
353518,000000353518.jpg,640,414,7,2,0.2857,False,简单图片,0.4438,0.4659,0.6909,0.6964,0.6736
486040,000000486040.jpg,480,640,6,0,0.0,False,简单图片,0.7463,0.7379,0.8463,0.8153,0.8163
135890,000000135890.jpg,428,640,9,7,0.7778,True,复杂图片,0.734,0.7426,0.769,0.7848,0.7785
330818,000000330818.jpg,426,640,9,1,0.1111,False,简单图片,0.6379,0.6771,0.8578,0.8627,0.8642
478286,000000478286.jpg,640,480,1,0,0.0,False,简单图片,0.0115,0.0198,0.602,0.6491,0.6318
315492,000000315492.jpg,612,612,4,1,0.25,False,简单图片,0.5883,0.5617,0.7225,0.7207,0.7212
307074,000000307074.jpg,500,333,11,10,0.9091,True,复杂图片,0.5778,0.4876,0.6946,0.7237,0.6104
78565,000000078565.jpg,640,499,21,15,0.7143,True,复杂图片,0.6342,0.5385,0.7279,0.7291,0.6319
55950,000000055950.jpg,426,640,3,1,0.3333,False,简单图片,0.8661,0.7123,0.9021,0.9012,0.9031
365385,000000365385.jpg,640,427,6,0,0.0,False,简单图片,0.6154,0.7331,0.8197,0.8285,0.8299
148707,000000148707.jpg,640,480,2,1,0.5,True,复杂图片,0.4839,0.8659,0.9071,0.8654,0.8658
117374,000000117374.jpg,640,428,3,0,0.0,False,简单图片,0.7347,0.7302,0.8496,0.8482,0.8486
309938,000000309938.jpg,640,480,7,1,0.1429,False,简单图片,0.5234,0.6203,0.8684,0.8795,0.8702
88432,000000088432.jpg,480,640,5,1,0.2,False,简单图片,0.6206,0.5405,0.7818,0.7858,0.7862
43581,000000043581.jpg,640,427,4,1,0.25,False,简单图片,0.3855,0.2392,0.6328,0.7141,0.6258
