img_id,img_name,Point-only_mIoU,Point(Adaptive)_mIoU,is_complex_image,complex_label
65350,000000065350.jpg,0.4204,0.3792,False,简单图片
396526,000000396526.jpg,0.4084,0.4911,False,简单图片
336209,000000336209.jpg,0.2455,0.4596,True,复杂图片
429623,000000429623.jpg,0.3838,0.36,False,简单图片
493019,000000493019.jpg,0.6754,0.6604,True,复杂图片
331317,000000331317.jpg,0.0349,0.0334,True,复杂图片
408112,000000408112.jpg,0.7512,0.6372,True,复杂图片
313034,000000313034.jpg,0.6647,0.5599,True,复杂图片
321790,000000321790.jpg,0.6979,0.9052,False,简单图片
411530,000000411530.jpg,0.3963,0.4956,True,复杂图片
105455,000000105455.jpg,0.7688,0.7977,False,简单图片
16598,000000016598.jpg,0.7394,0.3951,False,简单图片
47740,000000047740.jpg,0.5069,0.5489,False,简单图片
109992,000000109992.jpg,0.633,0.6565,True,复杂图片
303653,000000303653.jpg,0.5815,0.4954,False,简单图片
130386,000000130386.jpg,0.55,0.5854,True,复杂图片
566758,000000566758.jpg,0.2833,0.2889,False,简单图片
122046,000000122046.jpg,0.061,0.5103,False,简单图片
185250,000000185250.jpg,0.6937,0.729,True,复杂图片
121744,000000121744.jpg,0.4357,0.5042,False,简单图片
565012,000000565012.jpg,0.7182,0.7129,True,复杂图片
109900,000000109900.jpg,0.3177,0.43,True,复杂图片
426166,000000426166.jpg,0.5506,0.4879,False,简单图片
284762,000000284762.jpg,0.1033,0.104,False,简单图片
493905,000000493905.jpg,0.6951,0.721,False,简单图片
506178,000000506178.jpg,0.457,0.3298,False,简单图片
288685,000000288685.jpg,0.5635,0.4994,True,复杂图片
483050,000000483050.jpg,0.8215,0.7037,True,复杂图片
160012,000000160012.jpg,0.2532,0.2799,False,简单图片
161609,000000161609.jpg,0.4852,0.5624,False,简单图片
157046,000000157046.jpg,0.5361,0.6647,True,复杂图片
446574,000000446574.jpg,0.567,0.6355,False,简单图片
359855,000000359855.jpg,0.7547,0.9251,False,简单图片
209753,000000209753.jpg,0.3843,0.381,False,简单图片
183049,000000183049.jpg,0.6253,0.6582,False,简单图片
223955,000000223955.jpg,0.5817,0.9313,True,复杂图片
60507,000000060507.jpg,0.5418,0.6276,True,复杂图片
60102,000000060102.jpg,0.2491,0.5435,False,简单图片
289702,000000289702.jpg,0.3779,0.3809,False,简单图片
115245,000000115245.jpg,0.7349,0.7516,False,简单图片
58029,000000058029.jpg,0.1585,0.6589,False,简单图片
135872,000000135872.jpg,0.6563,0.7211,True,复杂图片
579818,000000579818.jpg,0.1517,0.5718,True,复杂图片
161008,000000161008.jpg,0.0071,0.1307,True,复杂图片
170595,000000170595.jpg,0.4634,0.7394,True,复杂图片
358427,000000358427.jpg,0.6503,0.7782,False,简单图片
266400,000000266400.jpg,0.2911,0.4305,True,复杂图片
417085,000000417085.jpg,0.8056,0.8208,True,复杂图片
417911,000000417911.jpg,0.4992,0.6797,True,复杂图片
581206,000000581206.jpg,0.4847,0.5726,False,简单图片
11149,000000011149.jpg,0.3371,0.3965,False,简单图片
459809,000000459809.jpg,0.5988,0.4595,True,复杂图片
491757,000000491757.jpg,0.8242,0.5154,False,简单图片
527616,000000527616.jpg,0.6493,0.5232,False,简单图片
287714,000000287714.jpg,0.7786,0.7798,False,简单图片
258388,000000258388.jpg,0.2475,0.331,True,复杂图片
235064,000000235064.jpg,0.8952,0.8991,False,简单图片
139260,000000139260.jpg,0.538,0.5342,False,简单图片
126107,000000126107.jpg,0.4398,0.5763,True,复杂图片
15335,000000015335.jpg,0.4903,0.5167,False,简单图片
522713,000000522713.jpg,0.5253,0.5256,True,复杂图片
425226,000000425226.jpg,0.5661,0.5768,True,复杂图片
149622,000000149622.jpg,0.8219,0.7609,True,复杂图片
110999,000000110999.jpg,0.6228,0.665,False,简单图片
478862,000000478862.jpg,0.5606,0.5441,True,复杂图片
224093,000000224093.jpg,0.7149,0.8391,True,复杂图片
262938,000000262938.jpg,0.561,0.4742,False,简单图片
463802,000000463802.jpg,0.5406,0.6402,False,简单图片
260470,000000260470.jpg,0.5035,0.5149,False,简单图片
425227,000000425227.jpg,0.7564,0.7979,True,复杂图片
163117,000000163117.jpg,0.6891,0.6427,True,复杂图片
280710,000000280710.jpg,0.5387,0.5128,True,复杂图片
334006,000000334006.jpg,0.6002,0.2882,False,简单图片
378139,000000378139.jpg,0.4726,0.4907,True,复杂图片
576031,000000576031.jpg,0.5231,0.6877,True,复杂图片
270402,000000270402.jpg,0.4533,0.4588,True,复杂图片
36539,000000036539.jpg,0.4828,0.3547,False,简单图片
573258,000000573258.jpg,0.5419,0.653,False,简单图片
195754,000000195754.jpg,0.3699,0.3662,False,简单图片
553990,000000553990.jpg,0.0803,0.5877,True,复杂图片
507667,000000507667.jpg,0.5062,0.5326,False,简单图片
465675,000000465675.jpg,0.8153,0.4939,False,简单图片
359833,000000359833.jpg,0.4917,0.5125,False,简单图片
26926,000000026926.jpg,0.618,0.8083,False,简单图片
345361,000000345361.jpg,0.5137,0.5766,False,简单图片
230450,000000230450.jpg,0.6328,0.6091,True,复杂图片
505573,000000505573.jpg,0.6077,0.8535,True,复杂图片
440617,000000440617.jpg,0.8834,0.3081,False,简单图片
575081,000000575081.jpg,0.1382,0.6245,True,复杂图片
225946,000000225946.jpg,0.0969,0.2756,False,简单图片
132796,000000132796.jpg,0.4265,0.3775,False,简单图片
223747,000000223747.jpg,0.4203,0.3947,False,简单图片
227482,000000227482.jpg,0.6931,0.6908,True,复杂图片
271997,000000271997.jpg,0.9024,0.7173,False,简单图片
148739,000000148739.jpg,0.207,0.6683,True,复杂图片
84431,000000084431.jpg,0.8418,0.9364,False,简单图片
234660,000000234660.jpg,0.8776,0.8906,False,简单图片
179112,000000179112.jpg,0.8731,0.871,False,简单图片
191580,000000191580.jpg,0.6041,0.4836,False,简单图片
1503,000000001503.jpg,0.686,0.6463,False,简单图片
97278,000000097278.jpg,0.3282,0.6072,True,复杂图片
549167,000000549167.jpg,0.4915,0.4892,False,简单图片
168337,000000168337.jpg,0.7671,0.8824,False,简单图片
521717,000000521717.jpg,0.4114,0.6113,True,复杂图片
389109,000000389109.jpg,0.4457,0.4441,False,简单图片
438862,000000438862.jpg,0.3538,0.5861,True,复杂图片
124636,000000124636.jpg,0.7447,0.7047,False,简单图片
423123,000000423123.jpg,0.549,0.6199,True,复杂图片
97679,000000097679.jpg,0.5148,0.5157,False,简单图片
210032,000000210032.jpg,0.4936,0.415,False,简单图片
516677,000000516677.jpg,0.4516,0.476,True,复杂图片
422836,000000422836.jpg,0.4937,0.4522,False,简单图片
519338,000000519338.jpg,0.0058,0.0528,False,简单图片
110359,000000110359.jpg,0.3533,0.3649,True,复杂图片
393282,000000393282.jpg,0.8907,0.8949,True,复杂图片
475365,000000475365.jpg,0.8872,0.9194,False,简单图片
222825,000000222825.jpg,0.6253,0.6298,False,简单图片
151938,000000151938.jpg,0.6403,0.7029,False,简单图片
402473,000000402473.jpg,0.4922,0.3722,False,简单图片
21503,000000021503.jpg,0.6637,0.6658,False,简单图片
112110,000000112110.jpg,0.9074,0.8633,True,复杂图片
373353,000000373353.jpg,0.5321,0.5721,True,复杂图片
123321,000000123321.jpg,0.5131,0.4847,False,简单图片
460841,000000460841.jpg,0.6109,0.4819,False,简单图片
548339,000000548339.jpg,0.4889,0.4735,False,简单图片
267940,000000267940.jpg,0.7028,0.3633,True,复杂图片
164637,000000164637.jpg,0.9727,0.9412,True,复杂图片
273760,000000273760.jpg,0.566,0.5643,True,复杂图片
110784,000000110784.jpg,0.5648,0.5611,False,简单图片
126110,000000126110.jpg,0.3364,0.2707,False,简单图片
357742,000000357742.jpg,0.5035,0.768,True,复杂图片
424521,000000424521.jpg,0.4352,0.7814,True,复杂图片
104803,000000104803.jpg,0.9398,0.4847,False,简单图片
22479,000000022479.jpg,0.3497,0.3777,False,简单图片
310200,000000310200.jpg,0.5685,0.4831,False,简单图片
425221,000000425221.jpg,0.389,0.3464,False,简单图片
185599,000000185599.jpg,0.8455,0.9066,False,简单图片
84270,000000084270.jpg,0.534,0.5589,True,复杂图片
76416,000000076416.jpg,0.5287,0.5171,True,复杂图片
180792,000000180792.jpg,0.3171,0.3997,False,简单图片
347544,000000347544.jpg,0.4851,0.4801,False,简单图片
571857,000000571857.jpg,0.4826,0.4583,True,复杂图片
253433,000000253433.jpg,0.0155,0.0156,False,简单图片
54164,000000054164.jpg,0.4594,0.8387,True,复杂图片
9914,000000009914.jpg,0.6297,0.7819,False,简单图片
21167,000000021167.jpg,0.6018,0.5218,False,简单图片
314264,000000314264.jpg,0.5352,0.4983,False,简单图片
270122,000000270122.jpg,0.7243,0.7214,True,复杂图片
460929,000000460929.jpg,0.3655,0.3646,False,简单图片
90108,000000090108.jpg,0.6304,0.6612,False,简单图片
127987,000000127987.jpg,0.5632,0.7569,False,简单图片
535253,000000535253.jpg,0.4986,0.4621,False,简单图片
459467,000000459467.jpg,0.2016,0.2872,True,复杂图片
389451,000000389451.jpg,0.77,0.7772,True,复杂图片
206994,000000206994.jpg,0.5354,0.0742,False,简单图片
357941,000000357941.jpg,0.8178,0.581,False,简单图片
68409,000000068409.jpg,0.3633,0.3782,True,复杂图片
286553,000000286553.jpg,0.5074,0.4958,False,简单图片
228436,000000228436.jpg,0.4244,0.4616,True,复杂图片
505451,000000505451.jpg,0.3993,0.5148,True,复杂图片
139684,000000139684.jpg,0.6127,0.5011,True,复杂图片
239274,000000239274.jpg,0.5574,0.554,True,复杂图片
177893,000000177893.jpg,0.2832,0.2482,True,复杂图片
375430,000000375430.jpg,0.5632,0.4349,False,简单图片
248400,000000248400.jpg,0.5288,0.624,False,简单图片
323202,000000323202.jpg,0.1213,0.1567,False,简单图片
466416,000000466416.jpg,0.6159,0.7346,True,复杂图片
221502,000000221502.jpg,0.2763,0.1013,True,复杂图片
309678,000000309678.jpg,0.6056,0.502,True,复杂图片
312213,000000312213.jpg,0.4831,0.5045,False,简单图片
6460,000000006460.jpg,0.6544,0.664,True,复杂图片
284445,000000284445.jpg,0.6402,0.6178,True,复杂图片
240250,000000240250.jpg,0.3471,0.4508,False,简单图片
303499,000000303499.jpg,0.5259,0.6124,True,复杂图片
176232,000000176232.jpg,0.8874,0.8926,False,简单图片
338325,000000338325.jpg,0.9121,0.913,True,复杂图片
190637,000000190637.jpg,0.5857,0.697,False,简单图片
415194,000000415194.jpg,0.5295,0.5829,True,复杂图片
150930,000000150930.jpg,0.9736,0.8356,False,简单图片
460229,000000460229.jpg,0.6296,0.494,False,简单图片
561465,000000561465.jpg,0.5605,0.7385,False,简单图片
295478,000000295478.jpg,0.5895,0.9052,True,复杂图片
402519,000000402519.jpg,0.0602,0.5824,False,简单图片
409424,000000409424.jpg,0.7657,0.7688,False,简单图片
80949,000000080949.jpg,0.4513,0.4631,False,简单图片
406417,000000406417.jpg,0.7301,0.8752,True,复杂图片
497628,000000497628.jpg,0.0149,0.5201,True,复杂图片
46872,000000046872.jpg,0.5377,0.6594,True,复杂图片
577149,000000577149.jpg,0.6319,0.6959,True,复杂图片
175387,000000175387.jpg,0.9508,0.9477,False,简单图片
269942,000000269942.jpg,0.6498,0.5308,True,复杂图片
299720,000000299720.jpg,0.6598,0.938,False,简单图片
209222,000000209222.jpg,0.4573,0.485,True,复杂图片
54123,000000054123.jpg,0.6403,0.7787,True,复杂图片
508370,000000508370.jpg,0.5063,0.5116,True,复杂图片
158227,000000158227.jpg,0.8574,0.8553,False,简单图片
135673,000000135673.jpg,0.819,0.8145,True,复杂图片
425925,000000425925.jpg,0.5626,0.5914,True,复杂图片
112997,000000112997.jpg,0.6914,0.6954,False,简单图片
500478,000000500478.jpg,0.6214,0.6225,False,简单图片
85682,000000085682.jpg,0.4675,0.4147,True,复杂图片
264441,000000264441.jpg,0.3961,0.7793,True,复杂图片
184400,000000184400.jpg,0.4321,0.4145,True,复杂图片
147498,000000147498.jpg,0.3474,0.3013,True,复杂图片
487583,000000487583.jpg,0.5075,0.5237,False,简单图片
550714,000000550714.jpg,0.2055,0.6479,False,简单图片
530457,000000530457.jpg,0.383,0.368,False,简单图片
50326,000000050326.jpg,0.4022,0.551,True,复杂图片
183965,000000183965.jpg,0.5017,0.5389,False,简单图片
50165,000000050165.jpg,0.0044,0.6244,False,简单图片
499181,000000499181.jpg,0.6492,0.5167,False,简单图片
25593,000000025593.jpg,0.0,0.0,False,简单图片
263474,000000263474.jpg,0.004,0.0044,False,简单图片
251824,000000251824.jpg,0.4423,0.4498,False,简单图片
15751,000000015751.jpg,0.5787,0.487,False,简单图片
201072,000000201072.jpg,0.6815,0.7404,False,简单图片
514376,000000514376.jpg,0.7002,0.6015,True,复杂图片
211674,000000211674.jpg,0.4827,0.4515,True,复杂图片
322163,000000322163.jpg,0.4864,0.6571,False,简单图片
374551,000000374551.jpg,0.8476,0.9489,True,复杂图片
123480,000000123480.jpg,0.5619,0.5618,True,复杂图片
304560,000000304560.jpg,0.901,0.9026,False,简单图片
184384,000000184384.jpg,0.5488,0.614,False,简单图片
200839,000000200839.jpg,0.7127,0.7646,False,简单图片
88250,000000088250.jpg,0.3156,0.6763,False,简单图片
356169,000000356169.jpg,0.5506,0.5813,True,复杂图片
54654,000000054654.jpg,0.6899,0.8674,False,简单图片
116206,000000116206.jpg,0.4788,0.5568,False,简单图片
503755,000000503755.jpg,0.7405,0.4413,False,简单图片
273198,000000273198.jpg,0.3488,0.5732,False,简单图片
39951,000000039951.jpg,0.7856,0.9164,True,复杂图片
107087,000000107087.jpg,0.1642,0.3002,False,简单图片
140987,000000140987.jpg,0.6236,0.6188,False,简单图片
493772,000000493772.jpg,0.7547,0.7503,True,复杂图片
383606,000000383606.jpg,0.7088,0.6588,True,复杂图片
101762,000000101762.jpg,0.6554,0.7631,True,复杂图片
499313,000000499313.jpg,0.2898,0.6056,False,简单图片
290081,000000290081.jpg,0.4566,0.3256,False,简单图片
404923,000000404923.jpg,0.6829,0.5819,True,复杂图片
234366,000000234366.jpg,0.9596,0.9577,False,简单图片
157767,000000157767.jpg,0.6125,0.5869,True,复杂图片
251119,000000251119.jpg,0.7985,0.8934,False,简单图片
482719,000000482719.jpg,0.4143,0.5071,False,简单图片
